*Part, name=Bend
*Node
      1,           0.,           0.,  0.239999995
      2,           0.,           0.,   0.25999999
      3,           0.,  0.239999995,          0.5
      4,           0.,           1.,          0.5
      5,           0.,           1.,           0.
      6,           0.,  0.239999995,           0.
      7,          0.5,           1.,          0.5
      8,          0.5,           1.,           0.
      9,           1.,  0.239999995,           0.
     10,           1.,   0.25999999,           0.
     11,           1.,           0.,  0.239999995
     12,           1.,           0.,   0.25999999
     13,           1.,  0.239999995,          0.5
     14,           1.,   0.25999999,          0.5
     15,           1.,          0.5,   0.25999999
     16,           1.,          0.5,  0.239999995
     17,           0., 0.00461153267,  0.306821674
     18,           0.,  0.018268913,  0.351844013
     19,           0., 0.0404472947,  0.393336862
     20,           0., 0.0702943727,   0.42970562
     21,           0.,  0.106663145,  0.459552705
     22,           0.,  0.148155972,  0.481731087
     23,           0.,  0.193178326,  0.495388478
     24,           0.,   0.29066667,          0.5
     25,           0.,   0.34133333,          0.5
     26,           0.,   0.39199999,          0.5
     27,           0.,   0.44266668,          0.5
     28,           0.,   0.49333334,          0.5
     29,           0.,   0.54400003,          0.5
     30,           0.,   0.59466666,          0.5
     31,           0.,   0.64533335,          0.5
     32,           0.,   0.69599998,          0.5
     33,           0.,   0.74666667,          0.5
     34,           0.,   0.79733336,          0.5
     35,           0.,   0.84799999,          0.5
     36,           0.,   0.89866668,          0.5
     37,           0.,   0.94933331,          0.5
     38,           0.,           1.,  0.449999988
     39,           0.,           1.,  0.400000006
     40,           0.,           1.,  0.349999994
     41,           0.,           1.,  0.300000012
     42,           0.,           1.,         0.25
     43,           0.,           1.,  0.200000003
     44,           0.,           1.,  0.150000006
     45,           0.,           1.,  0.100000001
     46,           0.,           1., 0.0500000007
     47,           0.,   0.94933331,           0.
     48,           0.,   0.89866668,           0.
     49,           0.,   0.84799999,           0.
     50,           0.,   0.79733336,           0.
     51,           0.,   0.74666667,           0.
     52,           0.,   0.69599998,           0.
     53,           0.,   0.64533335,           0.
     54,           0.,   0.59466666,           0.
     55,           0.,   0.54400003,           0.
     56,           0.,   0.49333334,           0.
     57,           0.,   0.44266668,           0.
     58,           0.,   0.39199999,           0.
     59,           0.,   0.34133333,           0.
     60,           0.,   0.29066667,           0.
     61,           0.,  0.193178326, 0.00461153267
     62,           0.,  0.148155972,  0.018268913
     63,           0.,  0.106663145, 0.0404472947
     64,           0., 0.0702943727, 0.0702943727
     65,           0., 0.0404472947,  0.106663145
     66,           0.,  0.018268913,  0.148155972
     67,           0., 0.00461153267,  0.193178326
     68, 0.0500000007,           1.,          0.5
     69,  0.100000001,           1.,          0.5
     70,  0.150000006,           1.,          0.5
     71,  0.200000003,           1.,          0.5
     72,         0.25,           1.,          0.5
     73,  0.300000012,           1.,          0.5
     74,  0.349999994,           1.,          0.5
     75,  0.400000006,           1.,          0.5
     76,  0.449999988,           1.,          0.5
     77,          0.5,           1.,  0.449999988
     78,          0.5,           1.,  0.400000006
     79,          0.5,           1.,  0.349999994
     80,          0.5,           1.,  0.300000012
     81,          0.5,           1.,         0.25
     82,          0.5,           1.,  0.200000003
     83,          0.5,           1.,  0.150000006
     84,          0.5,           1.,  0.100000001
     85,          0.5,           1., 0.0500000007
     86,  0.449999988,           1.,           0.
     87,  0.400000006,           1.,           0.
     88,  0.349999994,           1.,           0.
     89,  0.300000012,           1.,           0.
     90,         0.25,           1.,           0.
     91,  0.200000003,           1.,           0.
     92,  0.150000006,           1.,           0.
     93,  0.100000001,           1.,           0.
     94, 0.0500000007,           1.,           0.
     95,  0.949999988,  0.239999995,           0.
     96,  0.899999976,  0.239999995,           0.
     97,  0.850000024,  0.239999995,           0.
     98,  0.800000012,  0.239999995,           0.
     99,         0.75,  0.239999995,           0.
    100,  0.699999988,  0.239999995,           0.
    101,  0.649999976,  0.239999995,           0.
    102,  0.600000024,  0.239999995,           0.
    103,  0.550000012,  0.239999995,           0.
    104,          0.5,  0.239999995,           0.
    105,  0.449999988,  0.239999995,           0.
    106,  0.400000006,  0.239999995,           0.
    107,  0.349999994,  0.239999995,           0.
    108,  0.300000012,  0.239999995,           0.
    109,         0.25,  0.239999995,           0.
    110,  0.200000003,  0.239999995,           0.
    111,  0.150000006,  0.239999995,           0.
    112,  0.100000001,  0.239999995,           0.
    113, 0.0500000007,  0.239999995,           0.
    114,  0.494463384,  0.950054646,           0.
    115,  0.491258532,  0.899907887,           0.
    116,  0.490860373,  0.849662185,           0.
    117,  0.493653744,  0.799494207,           0.
    118,  0.499928117,  0.749643147,           0.
    119,   0.50988245,  0.700395823,           0.
    120,  0.523634136,  0.652072787,           0.
