********************************************************************************
Field Output Report, written Tue May 12 11:38:49 2026

Source 1
---------

   ODB: C:/Temp/ABAQUS/Enrico_test_flow/Flow_in_pipe.odb
   Step: Heat_transfer_step
   Frame: Increment      1: Step Time =    1.000

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PIPE-1
   Computation algorithm: EXTRAPOLATE_COMPUTE_AVERAGE
   Averaged at nodes
   Averaging regions: ODB_REGIONS

      Node Label        HFL.HFL1        HFL.HFL2        HFL.HFL3
                          @Loc 1          @Loc 1          @Loc 1
-----------------------------------------------------------------
            3290     364.657E-03         1.30135     4.19545E-03
            3291     673.852E-03     635.395E-03     234.684E-06
            3292     360.663E-03         1.00836    -31.7465E-03
            3293     336.515E-03         1.18180     24.0069E-03
            3294     304.274E-03         1.19855    -1.32909E-03
            3295         1.09408     837.107E-03    -15.1052E-03
            3296     895.734E-03         1.00090     5.67569E-03
            3297     700.848E-03     330.280E-03     6.73304E-03
            3298     735.816E-03     379.044E-03     5.83090E-03
            3299     708.011E-03     377.755E-03     3.64266E-03
            3300     669.955E-03     343.758E-03     7.23366E-03
            3301     656.050E-03     333.768E-03     4.25633E-03
            3302     716.190E-03     280.606E-03     10.0377E-03
            3303         1.00893     381.732E-03    -10.1696E-03
            3304         1.02755     384.806E-03    -3.18726E-03
            3305         1.04341     375.670E-03    -13.9700E-03
            3306     438.855E-03         1.16820     57.5065E-03
            3307     408.117E-03         1.10383     48.4644E-03
            3308     398.431E-03         1.13053     63.7146E-03
            3309     511.073E-03         1.10849     41.4868E-03
            3310     528.792E-03     580.867E-03     382.824E-06
            3311     670.523E-03     403.080E-03    -6.01975E-03
            3312     495.262E-03     609.083E-03    -262.212E-06
            3313         1.18644     351.268E-03     8.52402E-03
            3314     600.167E-03     434.517E-03     559.599E-06
            3315     543.392E-03     451.696E-03    -311.715E-06
            3316     561.286E-03     420.951E-03     315.064E-06
            3317     577.731E-03     441.892E-03     1.25003E-03
            3318     545.760E-03     452.849E-03     502.375E-06
            3319     586.096E-03     405.993E-03     1.90562E-03
            3320     479.993E-03     640.771E-03    -1.24562E-03
            3321     510.392E-03     582.878E-03    -770.426E-06
            3322     285.317E-03         1.01548     75.8250E-03
            3323     282.627E-03         1.00927     50.9705E-03
            3324     937.726E-03     379.065E-03     9.65613E-03
            3325     980.721E-03     365.533E-03     20.8737E-03
            3326     942.267E-03     335.220E-03     6.66024E-03
            3327     478.625E-03     607.792E-03    -2.50282E-03
            3328     484.073E-03     555.450E-03    -1.18997E-03
            3329     710.878E-03     522.933E-03    -270.341E-06
            3330     732.739E-03     432.252E-03    -2.84388E-03
            3331     684.360E-03     430.243E-03    -3.34784E-03
            3332     699.485E-03     389.808E-03    -4.40589E-03
            3333     743.104E-03     356.717E-03    -7.43286E-03
            3334         1.00633     867.593E-03    -2.31727E-03
            3335     976.574E-03     710.918E-03    -3.62609E-03
            3336         1.05780     817.555E-03    -9.52212E-03
            3337     307.891E-03     926.096E-03    -2.81978E-03
            3338     321.162E-03     976.292E-03     15.5876E-03
            3339     380.015E-03         1.02537     865.151E-06
            3340     372.755E-03         1.00438     7.63054E-03
            3341     370.982E-03         1.01322     8.71456E-03
            3342     374.928E-03         1.02251    -12.5401E-03
            3343     379.438E-03         1.01410    -5.54380E-03
            3344     369.911E-03         1.01497    -4.26788E-03
            3345     894.322E-03     560.961E-03    -9.26567E-03
            3346     331.529E-03     968.227E-03    -1.52995E-03
            3347     338.669E-03     970.877E-03    -244.071E-06
            3348     637.304E-03     968.101E-03    -14.5538E-03
            3349     608.261E-03     367.150E-03    -1.43235E-03
            3350     993.021E-03     331.721E-03     24.7422E-03
            3351     976.911E-03     318.260E-03    -6.81081E-03
            3352     986.242E-03     326.667E-03    -18.1398E-03
            3353     968.263E-03     325.554E-03    -10.2561E-03
            3354     965.300E-03     295.599E-03     388.408E-06
            3355     986.986E-03     309.640E-03    -11.5428E-03
            3356     976.064E-03     312.808E-03    -13.0264E-03
            3357     939.216E-03     310.460E-03     237.775E-06
            3358     942.750E-03     289.624E-03     6.01134E-03
            3359     964.748E-03     403.029E-03    -18.2467E-03
            3360     745.139E-03     608.626E-03    -345.583E-06
            3361     732.483E-03     665.296E-03    -172.895E-06
            3362     377.551E-03     921.001E-03    -6.81185E-03
            3363     916.705E-03     382.491E-03    -6.60764E-03
            3364     940.074E-03     420.115E-03    -12.1763E-03
            3365     353.915E-03     981.378E-03     6.66334E-03
            3366     360.792E-03     980.333E-03     1.89765E-03
            3367     341.482E-03     988.393E-03     4.88383E-03
            3368     160.650E-03     913.706E-03     43.1858E-03
            3369     141.254E-03     935.548E-03     48.2479E-03
            3370     145.560E-03     953.543E-03     53.7989E-03
            3371     337.148E-03     974.856E-03     5.12037E-03
            3372         1.12674         1.06206    -1.07490E-03
            3373         1.23439     887.910E-03    -848.916E-06
            3374         1.25456     956.056E-03    -4.94643E-03
            3375     311.789E-03     939.511E-03     2.11676E-03
            3376     345.900E-03     930.557E-03     5.40044E-03
            3377     250.149E-03     982.014E-03    -17.0100E-03
            3378     940.933E-03     407.556E-03    -12.9159E-03
            3379     605.037E-03         1.13713    -5.28138E-03
            3380     615.815E-03         1.22880    -11.0162E-03
            3381     994.115E-03     366.388E-03     13.3352E-03
            3382         1.00987     376.426E-03     18.4858E-03
            3383         1.00073     352.020E-03     28.2057E-03
            3384     414.589E-03     566.860E-03     65.0424E-06
            3385     274.500E-03     986.428E-03    -5.05340E-03
            3386     406.845E-03     604.536E-03    -3.47775E-03
            3387     363.535E-03         1.00267     20.6484E-03
            3388         1.01867     830.300E-03     106.585E-06
            3389     856.867E-03     741.517E-03    -4.25692E-03
            3390     825.254E-03     826.821E-03    -28.0805E-06
            3391     839.634E-03     788.406E-03    -1.88803E-03
            3392     991.735E-03     352.817E-03     4.15197E-03
            3393         1.00366     370.140E-03     12.7907E-03
            3394         1.00804     367.760E-03     21.9173E-03
            3395         1.01043     370.761E-03     14.7499E-03
            3396     889.563E-03     828.013E-03     824.256E-06
            3397     425.165E-03     948.377E-03    -13.9319E-03
            3398     824.143E-03     366.329E-03     7.38741E-03
            3399     886.515E-03     325.548E-03     6.65449E-03
            3400     826.994E-03     658.250E-03    -4.17440E-03
            3401     814.263E-03     570.892E-03    -3.23366E-03
            3402     761.748E-03     604.900E-03    -1.26333E-03
            3403         1.10688     529.770E-03     38.5606E-03
            3404         1.04281     530.409E-03     29.1199E-03
            3405         1.07973     471.017E-03     42.1520E-03
            3406     930.054E-03     93.0586E-03    -23.5498E-03
            3407     940.789E-03     88.6120E-03     28.4976E-06
            3408     970.157E-03     172.908E-03    -13.8704E-03
            3409     474.351E-03     619.408E-03     3.04302E-03
            3410         1.02431     337.262E-03    -55.9059E-03
            3411         1.01233     357.801E-03    -35.2874E-03
            3412     792.181E-03     724.593E-03    -1.76179E-03
            3413         1.00695     345.448E-03     42.6404E-03
            3414     622.838E-03     708.817E-03     653.151E-06
            3415     602.192E-03     642.082E-03    -339.812E-06
            3416     588.397E-03     736.788E-03     295.874E-06
            3417     567.661E-03     640.626E-03    -1.06880E-03
            3418     669.132E-03     685.359E-03     61.6807E-06
            3419     968.746E-03     224.394E-03     29.6532E-03
            3420     646.968E-03     636.116E-03     12.0009E-06
            3421     600.441E-03     760.844E-03     1.33705E-03
            3422         1.00168     281.301E-03     34.1319E-03
            3423     601.715E-03     493.984E-03     898.371E-06
            3424     566.861E-03     462.306E-03     1.55890E-03
            3425     586.482E-03     511.570E-03     1.12373E-03
            3426     978.474E-03     277.659E-03     7.16063E-03
            3427         1.02898     334.393E-03    -45.8722E-03
            3428         1.08661     360.343E-03    -53.8385E-03
            3429         1.08364     343.770E-03    -48.2513E-03
            3430     994.509E-03     356.779E-03    -6.69269E-03
            3431     469.889E-03     890.200E-03    -6.33846E-03
            3432     513.508E-03     810.118E-03    -1.49719E-03
            3433     265.037E-03     987.540E-03     1.98196E-03
            3434     589.106E-03     525.080E-03     1.19967E-03
            3435         1.01882     386.873E-03     7.98965E-03
            3436     768.992E-03     555.198E-03    -1.29082E-03
            3437     710.638E-03     596.160E-03    -330.153E-06
            3438     704.802E-03     510.752E-03     1.14742E-03
            3439         1.00373     379.884E-03     10.0303E-03
            3440     500.581E-03     682.539E-03     1.31416E-03
            3441     551.391E-03     878.301E-03    -7.09854E-03
            3442     695.633E-03     474.118E-03     1.95302E-03
            3443     735.025E-03     446.323E-03     2.79853E-03
            3444     708.641E-03     425.813E-03     3.25619E-03
            3445     862.510E-03     729.722E-03     1.50480E-03
            3446     699.673E-03     569.490E-03     557.168E-06
            3447     658.011E-03     617.060E-03     185.625E-06
            3448     947.102E-03     282.024E-03    -975.795E-06
            3449     332.448E-03     985.788E-03    -3.18959E-03
            3450     348.143E-03     990.706E-03    -5.88766E-03
            3451     519.127E-03         1.19667     45.6873E-03
            3452     464.483E-03         1.23956     54.5055E-03
            3453     760.986E-03         1.03925    -7.68948E-03
            3454     257.356E-03     986.642E-03     10.7696E-03
            3455     283.048E-03     988.370E-03    -2.07653E-03
            3456     166.766E-03     956.469E-03     25.9200E-03
            3457     344.286E-03     968.159E-03     7.82933E-03
            3458     319.947E-03         1.04352     9.91077E-03
            3459     616.672E-03         1.24229     779.933E-06
            3460     702.343E-03         1.15202    -6.57043E-03
            3461     974.692E-03     180.070E-03    -49.0102E-03
            3462     955.020E-03     190.175E-03    -48.5120E-03
            3463     957.183E-03     151.169E-03    -57.6556E-03
            3464     289.791E-03     991.983E-03    -14.3279E-03
            3465     300.806E-03     747.413E-03    -4.25931E-03
            3466     328.228E-03         1.03501    -37.1194E-03
            3467     319.855E-03         1.04005    -20.3160E-03
            3468     649.599E-03     578.835E-03     320.924E-06
            3469     319.054E-03         1.00440     43.6949E-03
            3470     636.665E-03     539.504E-03     1.02657E-03
            3471     802.538E-03     707.791E-03     2.39805E-03
            3472     678.492E-03     525.077E-03     708.227E-06
            3473     191.971E-03     962.388E-03    -27.5673E-03
            3474     286.047E-03     997.553E-03    -28.3046E-03
            3475     299.486E-03     956.061E-03    -2.12690E-03
            3476     308.880E-03     964.234E-03    -393.373E-06
            3477     183.410E-03     968.467E-03    -14.8639E-03
            3478     225.406E-03     948.509E-03    -6.37414E-03
            3479     199.129E-03     976.571E-03    -7.01723E-03
            3480     214.832E-03     974.788E-03    -12.6609E-03
            3481     177.959E-03     829.474E-03    -26.8484E-03
            3482     309.356E-03         1.01829     66.1398E-03
            3483     253.031E-03         1.04355     121.640E-03
            3484     303.814E-03         1.10618     5.70111E-03
            3485         1.00270     364.889E-03     19.3495E-03
            3486     972.827E-03     157.204E-03     38.8823E-03
            3487     983.911E-03     243.277E-03    -10.4627E-03
            3488     984.148E-03     266.932E-03     5.70615E-03
            3489     987.808E-03     267.777E-03    -410.455E-06
            3490     332.436E-03         1.03173     23.7726E-03
            3491     334.100E-03         1.02412     61.1016E-03
            3492     310.817E-03         1.03758     74.2937E-03
            3493     753.620E-03     632.731E-03     1.02136E-03
            3494     649.512E-03     328.112E-03     1.71987E-03
            3495     695.838E-03     269.540E-03     1.22508E-03
            3496     234.073E-03     983.510E-03     20.7647E-03
            3497     291.986E-03         1.06024     25.0286E-03
            3498         1.29203     373.251E-03    -50.9744E-03
            3499     388.457E-03         1.18419     78.8966E-03
            3500     867.022E-03     689.018E-03    -6.01555E-03
            3501     940.855E-03     727.867E-03    -9.69681E-03
            3502     330.327E-03         1.07373    -74.1489E-03
            3503     326.320E-03         1.04994    -60.9609E-03
            3504     228.806E-03     873.355E-03     30.0078E-03
            3505         1.04057     762.792E-03    -13.6062E-03
            3506     219.232E-03     750.897E-03     8.37788E-03
            3507         1.01875     367.286E-03     35.3806E-03
            3508         1.04453     461.591E-03     34.3338E-03
            3509         1.00407     318.041E-03     42.3702E-03
            3510         1.18945     895.977E-03     5.41884E-03
            3511     347.990E-03     988.070E-03     15.8485E-03
            3512     351.049E-03     985.411E-03     10.7436E-03
            3513     334.895E-03     991.739E-03     11.3798E-03
            3514         1.30193     500.043E-03     46.9379E-03
            3515         1.12013     267.041E-03     34.4919E-03
            3516         1.22683     248.422E-03     33.8621E-03
            3517     375.808E-03     604.276E-03     2.55945E-03
            3518     545.611E-03     485.139E-03    -1.13498E-03
            3519         1.18096     419.648E-03    -72.2267E-03
            3520         1.11947     316.832E-03    -95.9630E-03
            3521         1.13840     316.358E-03    -96.2374E-03
            3522     694.448E-03     692.900E-03    -135.676E-06
            3523     531.299E-03     583.441E-03     988.536E-06
            3524     338.240E-03         1.08956    -7.68803E-03
            3525     244.518E-03         1.08016    -21.6800E-03
            3526     682.047E-03     470.502E-03     1.29071E-03
            3527     634.251E-03     463.874E-03     2.14669E-03
            3528     630.053E-03     544.209E-03     432.656E-06
            3529     406.883E-03     645.518E-03    -5.13116E-03
            3530     443.575E-03     661.563E-03    -4.01474E-03
            3531         1.22148     267.403E-03     57.4243E-03
            3532         1.32884     397.643E-03    -4.54130E-03
            3533     436.810E-03     579.347E-03    -3.03757E-03
            3534         1.00830     361.416E-03    -30.1642E-03
            3535         1.03232     355.675E-03    -49.5700E-03
            3536     356.584E-03     995.056E-03    -4.52845E-03
            3537     949.491E-03     264.101E-03     5.89592E-03
            3538     955.650E-03     267.161E-03     9.21247E-03
            3539     391.192E-03         1.12978    -69.9244E-03
            3540     391.851E-03         1.16223    -75.8768E-03
            3541         1.00541     359.736E-03    -28.8931E-03
            3542     999.066E-03     355.590E-03    -19.8572E-03
            3543     704.295E-03     574.079E-03    -279.071E-06
            3544         1.00841     349.943E-03    -40.9614E-03
            3545         1.01354     351.938E-03    -40.0036E-03
            3546         1.00225     350.242E-03    -29.0215E-03
            3547     655.958E-03     523.628E-03     1.65840E-03
            3548     671.239E-03     511.295E-03     2.40868E-03
            3549     732.907E-03         1.22128     26.2783E-03
            3550     710.433E-03         1.18465     28.5378E-03
            3551     978.239E-03     249.446E-03     17.4649E-03
            3552     992.446E-03     326.840E-03    -25.9940E-03
            3553     965.174E-03     327.045E-03    -13.4790E-03
            3554     794.770E-03         1.22786    -23.7444E-03
            3555     884.042E-03         1.16248    -15.4182E-03
            3556         1.25071     532.459E-03     54.4310E-03
            3557         1.18556     396.701E-03     77.0516E-03
            3558     940.327E-03     362.197E-03    -9.84693E-03
            3559     965.188E-03     361.689E-03    -16.9130E-03
            3560     930.051E-03     315.086E-03    -348.595E-06
            3561     963.487E-03     222.935E-03    -31.5285E-03
            3562     964.053E-03         1.23780    -8.63019E-03
            3563     986.234E-03     311.978E-03    -21.1731E-03
            3564         1.00085     354.036E-03    -30.9148E-03
            3565         1.00274     370.384E-03    -28.5629E-03
            3566     951.647E-03     349.622E-03    -10.9929E-03
            3567         1.08727     395.687E-03    -55.5054E-03
            3568     984.994E-03     326.220E-03    -911.408E-06
            3569     987.579E-03     340.961E-03    -2.14237E-03
            3570     988.553E-03     326.657E-03    -2.36632E-03
            3571     980.970E-03     237.934E-03     22.2513E-03
            3572     976.366E-03     235.366E-03     20.4542E-03
            3573     983.956E-03     258.172E-03     8.59953E-03
            3574         1.18585     428.728E-03    -61.5187E-03
            3575         1.11240     365.104E-03    -71.1850E-03
            3576         1.36386     678.842E-03    -11.5720E-03
            3577     342.916E-03         1.00638     41.2945E-03
            3578         1.02276     352.210E-03    -45.4402E-03
            3579         1.02197     368.455E-03    -39.9693E-03
            3580         1.04176     258.509E-03    -119.212E-03
            3581     469.033E-03     738.999E-03     3.53933E-03
            3582     351.555E-03         1.00567    -34.4566E-03
            3583         1.04138     292.132E-03    -95.6095E-03
            3584         1.07093     304.664E-03    -90.9543E-03
            3585         1.04899     275.105E-03    -107.815E-03
            3586     969.579E-03     131.332E-03    -5.44369E-03
            3587     300.957E-03     972.930E-03    -6.14061E-03
            3588     318.743E-03     980.420E-03    -13.0084E-03
            3589         1.08285     252.337E-03    -69.7160E-03
            3590         1.00536     373.191E-03     6.51035E-03
            3591         1.00053     370.890E-03     544.325E-06
            3592     999.696E-03     368.060E-03     5.95140E-03
            3593     322.343E-03     967.658E-03    -6.16274E-03
            3594     341.840E-03     983.706E-03    -11.3251E-03
            3595     328.898E-03     988.673E-03    -9.25515E-03
            3596     999.181E-03     830.641E-03     9.27090E-03
            3597     323.760E-03     696.213E-03     3.84558E-03
            3598     350.259E-03     640.982E-03     1.62621E-03
            3599     813.805E-03     157.346E-03     4.68110E-03
            3600     996.981E-03     325.806E-03    -25.7188E-03
            3601     718.750E-03     315.905E-03     310.330E-06
            3602     650.259E-03     326.992E-03    -994.337E-06
            3603     993.396E-03     328.647E-03    -16.8541E-03
            3604     286.225E-03     750.306E-03     6.66258E-03
            3605     426.372E-03     696.605E-03     2.41841E-03
            3606     476.769E-03     990.691E-03    -22.8190E-03
            3607     418.495E-03         1.02342    -33.9929E-03
            3608     499.272E-03     929.763E-03    -13.0012E-03
            3609         1.05400     279.448E-03    -99.8770E-03
            3610     459.002E-03     981.236E-03    -21.4933E-03
            3611         1.07960     238.561E-03    -21.3826E-03
            3612     253.368E-03     896.664E-03     10.7689E-03
            3613     244.334E-03     877.788E-03     16.4155E-03
            3614         1.09924     223.338E-03    -49.0090E-03
            3615         1.20364     263.489E-03     3.45893E-03
            3616     802.151E-03     422.745E-03     2.45539E-03
            3617     864.624E-03     460.925E-03    -4.27660E-03
            3618     224.259E-03     941.011E-03     9.90532E-03
            3619     236.534E-03     953.796E-03     12.2613E-03
            3620     212.967E-03     899.944E-03     16.4376E-03
            3621     854.861E-03     252.495E-03    -24.3414E-03
            3622     812.253E-03     264.711E-03    -21.0633E-03
            3623     830.584E-03     231.113E-03    -26.3441E-03
            3624     231.006E-03     865.254E-03     12.1265E-03
            3625     439.749E-03     967.852E-03     19.3370E-03
            3626         1.02731     350.740E-03    -16.5145E-03
            3627     355.953E-03         1.01652     40.0878E-03
            3628     349.499E-03         1.01078     43.9487E-03
            3629     352.918E-03         1.00404     31.1478E-03
            3630         1.07773     268.825E-03    -82.4908E-03
            3631         1.13477     191.258E-03    -73.4368E-03
            3632         1.04817     397.801E-03    -42.1239E-03
            3633     775.499E-03     325.102E-03    -273.952E-06
            3634     383.931E-03     668.489E-03    -3.87608E-03
            3635     439.021E-03     645.276E-03    -1.37476E-03
            3636         1.00878     372.387E-03    -6.14897E-03
            3637     425.971E-03     641.054E-03    -2.85548E-03
            3638     399.096E-03     739.274E-03    -5.54034E-03
            3639     402.792E-03     688.894E-03    -5.53347E-03
            3640         1.00405     372.446E-03    -6.69009E-03
            3641     760.798E-03     964.358E-03     10.0902E-03
            3642         1.06638     286.954E-03    -43.6206E-03
            3643         1.02104     337.155E-03    -58.8553E-03
            3644     994.380E-03     305.535E-03    -21.4418E-03
            3645         1.28958     594.954E-03    -44.5681E-03
            3646     900.919E-03         1.29806     2.31448E-03
            3647     892.918E-03     395.449E-03    -2.78172E-03
            3648     855.747E-03     414.497E-03    -221.561E-06
            3649         1.10070     585.815E-03    -33.7785E-03
            3650         1.13860     481.575E-03    -52.4153E-03
            3651         1.00223     552.563E-03    -21.3468E-03
            3652         1.03002     274.102E-03    -96.3631E-03
            3653         1.11324     430.936E-03    -55.6204E-03
            3654         1.13094     396.839E-03    -68.2288E-03
            3655         1.07762     242.651E-03    -107.335E-03
            3656     517.833E-03         1.28603     27.9980E-03
            3657         1.08129     671.969E-03    -24.8931E-03
            3658     487.569E-03         1.34023    -7.48573E-03
            3659     363.772E-03         1.28391     36.8128E-03
            3660         1.01252     366.175E-03    -15.3850E-03
            3661         1.04821     951.582E-03     5.93456E-03
            3662         1.03074     317.330E-03    -50.3831E-03
            3663         1.01794     277.099E-03    -72.4593E-03
            3664     212.593E-03     807.915E-03     9.32038E-03
            3665     214.442E-03     805.071E-03     2.13512E-03
            3666     221.332E-03     813.868E-03     14.6809E-03
            3667         1.33802     477.492E-03    -19.1662E-03
            3668     995.005E-03     342.921E-03    -23.0621E-03
            3669     999.070E-03     336.233E-03    -27.6902E-03
            3670     996.331E-03     344.314E-03    -18.7978E-03
            3671         1.09150     374.813E-03     3.87646E-03
            3672         1.00104     315.470E-03    -37.0433E-03
            3673     800.182E-03     479.652E-03    -204.961E-06
            3674     986.647E-03     314.742E-03    -1.37521E-03
            3675     966.112E-03     324.535E-03     615.434E-06
            3676         1.00109     367.760E-03    -11.4151E-03
            3677     765.880E-03     311.979E-03    -14.2473E-03
            3678     956.701E-03     274.031E-03    -8.11006E-03
            3679     952.116E-03     268.749E-03    -6.98720E-03
            3680     969.992E-03     251.901E-03    -12.9115E-03
            3681     984.267E-03     273.197E-03    -7.52387E-03
            3682     575.888E-03     420.544E-03     2.52157E-03
            3683     845.658E-03     280.676E-03    -18.8935E-03
            3684     952.498E-03     285.547E-03    -2.81944E-03
            3685     968.041E-03     297.576E-03    -1.84101E-03
            3686     989.261E-03     290.122E-03     9.24018E-03
            3687     964.021E-03     233.879E-03     25.0482E-03
            3688     994.364E-03     275.061E-03    -21.0933E-03
            3689     997.294E-03     292.390E-03    -25.8799E-03
            3690         1.01459     341.850E-03    -41.2514E-03
            3691         1.03155     352.729E-03    -43.2416E-03
            3692         1.05340     327.190E-03    -62.0558E-03
            3693         1.04684     360.724E-03    -51.9646E-03
            3694         1.10451     398.424E-03     35.0365E-03
            3695         1.03618     648.882E-03    -18.3564E-03
            3696     977.232E-03     197.285E-03     40.5480E-03
            3697         1.12955     698.552E-03    -26.6053E-03
            3698     959.506E-03     180.750E-03     29.5887E-03
            3699     988.102E-03     288.679E-03    -806.463E-06
            3700     984.958E-03     271.716E-03     6.12640E-03
            3701     985.011E-03     276.264E-03     6.40045E-03
            3702         1.19918     562.669E-03    -39.6666E-03
            3703     957.798E-03     258.918E-03     12.0396E-03
            3704     824.993E-03     276.637E-03     19.5196E-03
            3705     867.403E-03     218.582E-03     30.3276E-03
            3706         1.00332     365.565E-03    -19.7675E-03
            3707     902.452E-03     476.828E-03    -8.15151E-03
            3708     923.133E-03     215.714E-03    -2.18646E-03
            3709     928.486E-03     179.550E-03    -8.24898E-03
            3710     970.442E-03     194.949E-03    -5.45903E-03
            3711     972.188E-03     184.082E-03     310.228E-06
            3712     945.885E-03     107.146E-03     50.1452E-03
            3713     349.440E-03         1.10780     55.2545E-03
            3714     346.028E-03         1.10701     44.8005E-03
            3715     314.956E-03     979.070E-03     7.45994E-03
            3716     909.499E-03     557.500E-03     9.93310E-03
            3717     840.210E-03     574.750E-03     5.15223E-03
            3718     968.549E-03     137.127E-03     33.9844E-03
            3719     937.541E-03     95.4398E-03     32.3729E-03
            3720     858.771E-03     150.472E-03     25.3451E-03
            3721     863.216E-03     133.820E-03    -2.09434E-03
            3722     839.144E-03     182.121E-03     26.3896E-03
            3723     931.542E-03     92.7749E-03     15.2657E-03
            3724     914.151E-03     121.695E-03     35.4289E-03
            3725     967.407E-03     119.499E-03     19.1320E-03
            3726     967.693E-03     132.862E-03    -33.9675E-03
            3727     680.390E-03     527.436E-03     247.744E-06
            3728         1.12788     654.289E-03     27.3632E-03
            3729     459.515E-03     779.613E-03     2.65961E-03
            3730     996.781E-03     306.694E-03     30.0470E-03
            3731         1.00585     302.024E-03     43.7462E-03
            3732     993.762E-03     302.553E-03     20.0491E-03
            3733     991.883E-03     287.600E-03     19.4208E-03
            3734     969.375E-03     102.100E-03    -28.0258E-03
            3735         1.04434     664.634E-03     17.6714E-03
            3736         1.04142     365.788E-03    -2.38290E-03
            3737         1.04347     380.803E-03     11.2172E-03
            3738     895.204E-03     576.481E-03     8.38067E-03
            3739     973.757E-03     192.839E-03     21.9446E-03
            3740     979.378E-03     451.217E-03     19.8850E-03
            3741         1.00543     527.141E-03     22.7398E-03
            3742         1.05126     345.183E-03     8.98737E-03
            3743         1.10580     335.249E-03     12.7807E-03
            3744     983.232E-03     262.372E-03    -12.2142E-03
            3745     976.938E-03     234.417E-03    -24.0810E-03
            3746     977.810E-03     238.730E-03    -19.7059E-03
            3747     982.684E-03     289.407E-03     3.54190E-03
            3748     987.197E-03     298.573E-03     47.1227E-06
            3749         1.07632     355.821E-03    -15.8260E-03
            3750         1.01034     579.531E-03    -21.9840E-03
            3751     796.480E-03     335.696E-03     11.7159E-03
            3752     766.134E-03     318.461E-03     13.5778E-03
            3753     960.464E-03     118.869E-03    -55.4224E-03
            3754     941.261E-03     211.973E-03    -27.4035E-03
            3755     959.807E-03     190.200E-03    -30.2583E-03
            3756     926.153E-03     196.861E-03    -22.0114E-03
            3757     934.752E-03     164.021E-03    -45.2117E-03
            3758     729.585E-03     589.005E-03     694.257E-06
            3759     968.633E-03     194.411E-03    -17.9010E-03
            3760     824.578E-03     173.499E-03    -23.7559E-03
            3761     850.681E-03     257.475E-03     11.1219E-03
            3762     770.324E-03     214.850E-03    -11.8880E-03
            3763     968.349E-03     150.094E-03    -42.9184E-03
            3764         1.02930     365.660E-03     44.2830E-03
            3765         1.01280     363.000E-03     35.8954E-03
            3766     977.714E-03     213.475E-03    -33.8474E-03
            3767     953.204E-03     290.163E-03     812.707E-06
            3768     779.420E-03     508.397E-03    -990.903E-06
            3769     906.934E-03     252.381E-03    -22.4865E-03
            3770     691.569E-03     357.242E-03    -8.57212E-03
            3771     531.256E-03     678.062E-03    -1.63615E-03
            3772     612.576E-03     834.993E-03     4.81088E-03
            3773     339.098E-03         1.03192     39.4694E-03
            3774     301.357E-03         1.05162     62.6865E-03
            3775     754.851E-03     889.867E-03     5.48554E-03
            3776     916.323E-03     855.479E-03    -2.70603E-03
            3777         1.06932     396.785E-03     49.5666E-03
            3778         1.18018     763.392E-03     25.5126E-03
            3779         1.17815     489.066E-03     57.0590E-03
            3780     850.197E-03     300.070E-03     14.7935E-03
            3781     452.280E-03     593.313E-03     2.77196E-03
            3782         1.01470     355.105E-03     38.3676E-03
            3783     312.521E-03         1.03921    -68.8990E-03
            3784     965.728E-03     576.991E-03     16.1541E-03
            3785     996.500E-03     318.108E-03     28.4060E-03
            3786     985.734E-03     329.829E-03     14.7050E-03
            3787         1.05878     324.379E-03     77.8757E-03
            3788         1.05559     334.640E-03     70.7840E-03
            3789     705.359E-03     327.452E-03     9.69740E-03
            3790     290.310E-03     960.381E-03     2.66773E-03
            3791     294.175E-03     984.628E-03     1.15284E-03
            3792     311.504E-03     986.825E-03    -365.544E-06
            3793     294.059E-03     985.106E-03     2.20576E-03
            3794     722.401E-03     474.576E-03    -1.99473E-03
            3795     391.834E-03     937.316E-03     11.4161E-03
            3796     356.896E-03         1.05638    -50.5371E-03
            3797     744.760E-03     260.201E-03     13.6028E-03
            3798     771.646E-03     221.883E-03     13.6522E-03
            3799     580.495E-03     950.579E-03    -14.1234E-03
            3800     702.921E-03     272.756E-03     5.24305E-03
            3801     333.728E-03         1.03010    -46.6130E-03
            3802     578.843E-03     879.306E-03     7.28591E-03
            3803         1.15183     356.470E-03    -72.8613E-03
            3804         1.20033     490.350E-03    -59.6088E-03
            3805     256.256E-03         1.07436     109.231E-03
            3806     541.502E-03         1.04488     28.2153E-03
            3807         1.08511     679.353E-03     13.2368E-03
            3808         1.10883     783.412E-03     9.53005E-03
            3809         1.02394     702.657E-03     5.59784E-03
            3810         1.28351     632.371E-03    -1.38888E-03
            3811     965.462E-03     664.274E-03     9.96730E-03
            3812     893.750E-03     655.576E-03     5.14236E-03
            3813     947.609E-03     783.926E-03     3.18541E-03
            3814     895.956E-03     749.128E-03     4.56881E-03
            3815         1.25055     501.961E-03    -59.3126E-03
            3816         1.05277     358.164E-03     57.9317E-03
            3817         1.02364     308.433E-03    -73.3467E-03
            3818     495.301E-03     599.862E-03     1.33412E-03
            3819     436.557E-03     649.781E-03     1.58330E-03
            3820     460.503E-03     638.507E-03     1.99314E-03
            3821     984.278E-03     769.787E-03     9.85615E-03
            3822         1.28178     763.160E-03     22.1631E-03
